id	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
17	nothing	29.0	0.1937	to make	13.0	0.0868	both of us	7.0	0.0468	we regard a thing	6.0	0.0401	are none that are not	6.0	0.0401	among the ten thousand things there	4	0.0267
18	ten	29.0	0.1937	cannot be	13.0	0.0868	the lord of	7.0	0.0468	regard a thing as	6.0	0.0401	the ten thousand things are	4.0	0.0267	your master and do away with	4	0.0267
19	though	28.0	0.187	thousand li	11.0	0.0735	of the river	7.0	0.0468	there is a certain	6.0	0.0401	there is a not yet	4.0	0.0267	this is the courage of the	4	0.0267
20	heard	26.0	0.1737	and earth	11.0	0.0735	ruo of the	7.0	0.0468	to it then among	6.0	0.0401	is a not yet beginning	4.0	0.0267	shall we get someone who agrees	3	0.02
21	wrong	26.0	0.1737	the point	11.0	0.0735	of the north	7.0	0.0468	ten thousand things there	6.0	0.0401	yet beginning to be a	4.0	0.0267	we get someone who agrees with	3	0.02
22	sea	25.0	0.167	the north	11.0	0.0735	do i know	6.0	0.0401	thousand things there are	6.0	0.0401	shall we get someone who	4.0	0.0267	but if he already agrees with	3	0.02
23	little	24.0	0.1603	north sea	11.0	0.0735	knows how to	6.0	0.0401	things there are none	6.0	0.0401	the tip of a hair	4.0	0.0267	is what i mean by being	3	0.02
24	get	24.0	0.1603	i say	10.0	0.0668	this is called	6.0	0.0401	there are none that	6.0	0.0401	and for that reason it	4.0	0.0267	what i mean by being a	3	0.02
25	come	24.0	0.1603	is called	10.0	0.0668	a not yet	6.0	0.0401	are none that are	6.0	0.0401	but he makes no show	4.0	0.0267	i mean by being a companion	3	0.02
26	yet	24.0	0.1603	the sky	9.0	0.0601	not yet beginning	6.0	0.0401	none that are not	6.0	0.0401	he makes no show of	4.0	0.0267	mean by being a companion of	3	0.02
27	called	24.0	0.1603	the wind	9.0	0.0601	yet beginning to	6.0	0.0401	ten thousand things are	4.0	0.0267	to it then among the	4.0	0.0267	said the lord of the river	3	0.02
28	see	24.0	0.1603	said you	9.0	0.0601	beginning to be	6.0	0.0401	is a not yet	4.0	0.0267	it then among the ten	4.0	0.0267	this refers to a difference in	3	0.02
29	without	24.0	0.1603	the river	9.0	0.0601	do you know	6.0	0.0401	beginning to be a	4.0	0.0267	then among the ten thousand	4.0	0.0267	the frog in the caved in	3	0.02
30	mind	24.0	0.1603	to see	9.0	0.0601	we know that	6.0	0.0401	don t know what	4.0	0.0267	among the ten thousand things	4.0	0.0267	frog in the caved in well	3	0.02
31	time	23.0	0.1536	the man	9.0	0.0601	are bound to	6.0	0.0401	shall we get someone	4.0	0.0267	your master and do away	4.0	0.0267	i don t know how many	2	0.0134
32	thing	23.0	0.1536	the mind	9.0	0.0601	what i mean	6.0	0.0401	we get someone who	4.0	0.0267	master and do away with	4.0	0.0267	don t know how many thousand	2	0.0134
33	use	23.0	0.1536	and wrong	9.0	0.0601	north sea said	6.0	0.0401	but if he already	4.0	0.0267	this is the courage of	4.0	0.0267	t know how many thousand li	2	0.0134
34	end	22.0	0.1469	know what	9.0	0.0601	if we regard	6.0	0.0401	how can he decide	4.0	0.0267	is the courage of the	4.0	0.0267	is not piled up deep enough	2	0.0134
35	knows	22.0	0.1469	and yet	9.0	0.0601	we regard a	6.0	0.0401	with both of us	4.0	0.0267	i don t know whether	3.0	0.02	not piled up deep enough it	2	0.0134
36	world	22.0	0.1469	point of	9.0	0.0601	regard a thing	6.0	0.0401	you are bound to	4.0	0.0267	how would i know that	3.0	0.02	piled up deep enough it won	2	0.0134
37	may	22.0	0.1469	called the	9.0	0.0601	is a certain	6.0	0.0401	being a companion of	4.0	0.0267	all the ten thousand things	3.0	0.02	up deep enough it won t	2	0.0134
38	understand	21.0	0.1403	i mean	9.0	0.0601	it then among	6.0	0.0401	have never heard of	4.0	0.0267	how do i know that	3.0	0.02	deep enough it won t have	2	0.0134
39	something	21.0	0.1403	mean by	9.0	0.0601	thousand things there	6.0	0.0401	the tip of a	4.0	0.0267	we get someone who agrees	3.0	0.02	enough it won t have the	2	0.0134
40	say	21.0	0.1403	a thing	9.0	0.0601	things there are	6.0	0.0401	tip of a hair	4.0	0.0267	get someone who agrees with	3.0	0.02	it won t have the strength	2	0.0134
41	three	20.0	0.1336	of us	9.0	0.0601	there are none	6.0	0.0401	and for that reason	4.0	0.0267	but if he already agrees	3.0	0.02	won t have the strength to	2	0.0134
42	big	20.0	0.1336	you know	9.0	0.0601	are none that	6.0	0.0401	for that reason it	4.0	0.0267	if he already agrees with	3.0	0.02	t have the strength to bear	2	0.0134
43	long	19.0	0.1269	have heard	9.0	0.0601	none that are	6.0	0.0401	for it knows that	4.0	0.0267	what i mean by being	3.0	0.02	have the strength to bear up	2	0.0134
44	could	19.0	0.1269	try to	9.0	0.0601	a long time	5.0	0.0334	but he makes no	4.0	0.0267	i mean by being a	3.0	0.02	where does he think he s	2	0.0134
45	earth	19.0	0.1269	knows how	8.0	0.0534	of heaven and	5.0	0.0334	he makes no show	4.0	0.0267	mean by being a companion	3.0	0.02	does he think he s going	2	0.0134
46	even	19.0	0.1269	the state	8.0	0.0534	so i say	5.0	0.0334	makes no show of	4.0	0.0267	by being a companion of	3.0	0.02	and it wouldn t make him	2	0.0134
47	zhuangzi	18.0	0.1202	said the	8.0	0.0534	is called the	5.0	0.0334	it then among the	4.0	0.0267	the fasting of the mind	3.0	0.02	went he didn t fret and	2	0.0134
48	let	18.0	0.1202	you cannot	8.0	0.0534	of the way	5.0	0.0334	then among the ten	4.0	0.0267	of the ten thousand things	3.0	0.02	he didn t fret and worry	2	0.0134
49	water	17.0	0.1135	not know	8.0	0.0534	does not know	5.0	0.0334	among the ten thousand	4.0	0.0267	bound to suffer from the	3.0	0.02	and wanders beyond the four seas	2	0.0134
50	virtue	17.0	0.1135	how could	8.0	0.0534	in the morning	5.0	0.0334	your master and do	4.0	0.0267	from the yin and yang	3.0	0.02	big enough to hold five piculs	2	0.0134
51	sage	17.0	0.1135	of view	8.0	0.0534	the tip of	5.0	0.0334	master and do away	4.0	0.0267	said the lord of the	3.0	0.02	you haven t heard the piping	2	0.0134
52	mean	17.0	0.1135	view of	8.0	0.0534	shall we get	5.0	0.0334	and do away with	4.0	0.0267	this refers to a difference	3.0	0.02	haven t heard the piping of	2	0.0134
53	confucius	17.0	0.1135	a little	8.0	0.0534	a companion of	5.0	0.0334	this is the courage	4.0	0.0267	refers to a difference in	3.0	0.02	this is like saying that you	2	0.0134
54	enough	16.0	0.1069	thing as	8.0	0.0534	ninety thousand li	4.0	0.0267	is the courage of	4.0	0.0267	the frog in the caved	3.0	0.02	claim that what doesn t exist	2	0.0134
55	around	16.0	0.1069	this way	8.0	0.0534	to the south	4.0	0.0267	the courage of the	4.0	0.0267	frog in the caved in	3.0	0.02	that what doesn t exist exists	2	0.0134
56	well	16.0	0.1069	bound to	8.0	0.0534	as far as	4.0	0.0267	know what fish enjoy	4.0	0.0267	in the caved in well	3.0	0.02	the best thing to use is	2	0.0134
57	people	16.0	0.1069	the heavenly	8.0	0.0534	you are going	4.0	0.0267	as far as the	3.0	0.02	i don t know how	2.0	0.0134	best thing to use is clarity	2	0.0134
58	back	15.0	0.1002	heard of	8.0	0.0534	years as one	4.0	0.0267	the clouds and mist	3.0	0.02	don t know how many	2.0	0.0134	has both a right and a	2	0.0134
59	wind	15.0	0.1002	lord of	8.0	0.0534	a man who	4.0	0.0267	of heaven and earth	3.0	0.02	t know how many thousand	2.0	0.0134	both a right and a wrong	2	0.0134
60	far	15.0	0.1002	man who	7.0	0.0468	the perfect man	4.0	0.0267	the sun and moon	3.0	0.02	know how many thousand li	2.0	0.0134	a right and a wrong in	2	0.0134
61	along	15.0	0.1002	go on	7.0	0.0468	no use for	4.0	0.0267	and wanders beyond the	3.0	0.02	to the southern darkness the	2.0	0.0134	right and a wrong in it	2	0.0134
62	still	15.0	0.1002	like a	7.0	0.0468	of the world	4.0	0.0267	heard the piping of	3.0	0.02	is not piled up deep	2.0	0.0134	to show that attributes are not	2	0.0134
63	river	15.0	0.1002	the four	7.0	0.0468	the four seas	4.0	0.0267	the piping of earth	3.0	0.02	not piled up deep enough	2.0	0.0134	show that attributes are not attributes	2	0.0134
64	li	14.0	0.0935	the king	7.0	0.0468	the state of	4.0	0.0267	of right and wrong	3.0	0.02	piled up deep enough it	2.0	0.0134	is not as good as using	2	0.0134
65	therefore	14.0	0.0935	as though	7.0	0.0468	may i ask	4.0	0.0267	not as good as	3.0	0.02	up deep enough it won	2.0	0.0134	not as good as using a	2	0.0134
66	north	14.0	0.0935	the piping	7.0	0.0468	this is like	4.0	0.0267	a horse is not	3.0	0.02	deep enough it won t	2.0	0.0134	horse to show that a horse	2	0.0134
67	good	14.0	0.0935	piping of	7.0	0.0468	to show that	4.0	0.0267	this is called the	3.0	0.02	enough it won t have	2.0	0.0134	to show that a horse is	2	0.0134
68	state	14.0	0.0935	of men	7.0	0.0468	as good as	4.0	0.0267	three in the morning	3.0	0.02	won t have the strength	2.0	0.0134	show that a horse is not	2	0.0134
69	went	14.0	0.0935	the end	7.0	0.0468	thousand things are	4.0	0.0267	don t know whether	3.0	0.02	t have the strength to	2.0	0.0134	that a horse is not a	2	0.0134
70	certain	14.0	0.0935	like this	7.0	0.0468	to make a	4.0	0.0267	a beginning there is	3.0	0.02	have the strength to bear	2.0	0.0134	a horse is not a horse	2	0.0134
71	makes	14.0	0.0935	your mind	7.0	0.0468	it cannot be	4.0	0.0267	i don t really	3.0	0.02	the strength to bear up	2.0	0.0134	the ten thousand things are one	2	0.0134
72	whether	14.0	0.0935	want to	7.0	0.0468	t know what	4.0	0.0267	do you know what	3.0	0.02	if you are going a	2.0	0.0134	so things all must have that	2	0.0134
73	horse	14.0	0.0935	know it	7.0	0.0468	we get someone	4.0	0.0267	how would i know	3.0	0.02	five hundred years as one	2.0	0.0134	things all must have that which	2	0.0134
74	beginning	14.0	0.0935	a horse	7.0	0.0468	get someone who	4.0	0.0267	would i know that	3.0	0.02	years as one spring and	2.0	0.0134	but relegates all to the constant	2	0.0134
75	four	13.0	0.0868	ancient times	7.0	0.0468	if he already	4.0	0.0267	you don t know	3.0	0.02	eight thousand years as one	2.0	0.0134	those at the next stage thought	2	0.0134
76	death	13.0	0.0868	we get	7.0	0.0468	can he decide	4.0	0.0267	saw them they would	3.0	0.02	where does he think he	2.0	0.0134	there is such a thing as	2	0.0134
77	times	13.0	0.0868	it cannot	7.0	0.0468	you will probably	4.0	0.0267	all the ten thousand	3.0	0.02	does he think he s	2.0	0.0134	playing the lute is an example	2	0.0134
78	fish	12.0	0.0801	of things	7.0	0.0468	do not understand	4.0	0.0267	do i know that	3.0	0.02	he think he s going	2.0	0.0134	be said to have attained completion	2	0.0134
79	tree	12.0	0.0801	cut down	7.0	0.0468	you are bound	4.0	0.0267	are both of us	3.0	0.02	and it wouldn t make	2.0	0.0134	said to have attained completion if	2	0.0134
80	going	12.0	0.0801	companion of	7.0	0.0468	yan hui said	4.0	0.0267	get someone who agrees	3.0	0.02	it wouldn t make him	2.0	0.0134	to have attained completion if so	2	0.0134
81	take	12.0	0.0801	the lord	7.0	0.0468	being a companion	4.0	0.0267	someone who agrees with	3.0	0.02	went he didn t fret	2.0	0.0134	have attained completion if so then	2	0.0134
82	years	12.0	0.0801	ruo of	7.0	0.0468	in this way	4.0	0.0267	if he already agrees	3.0	0.02	he didn t fret and	2.0	0.0134	a beginning there is a not	2	0.0134
83	among	12.0	0.0801	the sea	6.0	0.0401	listen with your	4.0	0.0267	he already agrees with	3.0	0.02	didn t fret and worry	2.0	0.0134	beginning there is a not yet	2	0.0134
84	lord	12.0	0.0801	the water	6.0	0.0401	have never heard	4.0	0.0267	i mean by being	3.0	0.02	it s a waste of	2.0	0.0134	yet beginning to be a beginning	2	0.0134
85	want	12.0	0.0801	nothing can	6.0	0.0401	never heard of	4.0	0.0267	mean by being a	3.0	0.02	and wanders beyond the four	2.0	0.0134	beginning to be a beginning there	2	0.0134
86	point	12.0	0.0801	the south	6.0	0.0401	a matter of	4.0	0.0267	by being a companion	3.0	0.02	wanders beyond the four seas	2.0	0.0134	to be a beginning there is	2	0.0134
87	try	12.0	0.0801	going to	6.0	0.0401	he wants to	4.0	0.0267	it is easy to	3.0	0.02	embrace the ten thousand things	2.0	0.0134	yet beginning to be a not	2	0.0134
88	sky	11.0	0.0735	to go	6.0	0.0401	are cut down	4.0	0.0267	the fasting of the	3.0	0.02	a yao or a shun	2.0	0.0134	beginning to be a not yet	2	0.0134
89	hundred	11.0	0.0735	the morning	6.0	0.0401	tip of a	4.0	0.0267	fasting of the mind	3.0	0.02	big enough to hold five	2.0	0.0134	to be a not yet beginning	2	0.0134
90	two	11.0	0.0735	a long	6.0	0.0401	of a hair	4.0	0.0267	of the ten thousand	3.0	0.02	enough to hold five piculs	2.0	0.0134	be a not yet beginning to	2	0.0134
91	understanding	11.0	0.0735	among the	6.0	0.0401	for that reason	4.0	0.0267	bound to suffer from	3.0	0.02	up at the sky and	2.0	0.0134	nonbeing there is a not yet	2	0.0134
92	anything	11.0	0.0735	he said	6.0	0.0401	that reason it	4.0	0.0267	to suffer from the	3.0	0.02	you haven t heard the	2.0	0.0134	not yet beginning to be nonbeing	2	0.0134
93	different	11.0	0.0735	no use	6.0	0.0401	for it knows	4.0	0.0267	from the yin and	3.0	0.02	haven t heard the piping	2.0	0.0134	what way do i have of	2	0.0134
94	us	11.0	0.0735	this man	6.0	0.0401	it knows that	4.0	0.0267	the yin and yang	3.0	0.02	t heard the piping of	2.0	0.0134	way do i have of knowing	2	0.0134
95	much	11.0	0.0735	went to	6.0	0.0401	but he makes	4.0	0.0267	between heaven and earth	3.0	0.02	heard the piping of earth	2.0	0.0134	do i have of knowing that	2	0.0134
96	small	11.0	0.0735	zhuangzi said	6.0	0.0401	he makes no	4.0	0.0267	if he wants to	3.0	0.02	it would seem as though	2.0	0.0134	i have of knowing that if	2	0.0134
97	away	10.0	0.0668	makes them	6.0	0.0401	makes no show	4.0	0.0267	how do you know	3.0	0.02	this is like saying that	2.0	0.0134	have of knowing that if i	2	0.0134
98	south	10.0	0.0668	much less	6.0	0.0401	no show of	4.0	0.0267	are cut down for	3.0	0.02	is like saying that you	2.0	0.0134	of knowing that if i say	2	0.0134
99	ever	10.0	0.0668	to use	6.0	0.0401	then among the	4.0	0.0267	no end to the	3.0	0.02	claim that what doesn t	2.0	0.0134	knowing that if i say i	2	0.0134
100	morning	10.0	0.0668	have never	6.0	0.0401	among the ten	4.0	0.0267	you can t discuss	3.0	0.02	that what doesn t exist	2.0	0.0134	know something i don t really	2	0.0134
101	true	10.0	0.0668	not yet	6.0	0.0401	your master and	4.0	0.0267	said the lord of	3.0	0.02	what doesn t exist exists	2.0	0.0134	but is this true of a	2	0.0134
102	fame	10.0	0.0668	yet beginning	6.0	0.0401	master and do	4.0	0.0267	he does not despise	3.0	0.02	much less a person like	2.0	0.0134	of these four which knows how	2	0.0134
103	already	10.0	0.0668	beginning to	6.0	0.0401	and do away	4.0	0.0267	if we know that	3.0	0.02	the best thing to use	2.0	0.0134	how can he decide shall we	2	0.0134
104	made	10.0	0.0668	though i	6.0	0.0401	do away with	4.0	0.0267	this refers to a	3.0	0.02	best thing to use is	2.0	0.0134	can he decide shall we get	2	0.0134
105	comes	10.0	0.0668	not like	6.0	0.0401	said to the	4.0	0.0267	refers to a difference	3.0	0.02	thing to use is clarity	2.0	0.0134	he decide shall we get someone	2	0.0134
106	look	10.0	0.0668	we know	6.0	0.0401	is the courage	4.0	0.0267	to a difference in	3.0	0.02	where there is recognition of	2.0	0.0134	decide shall we get someone who	2	0.0134
107	life	10.0	0.0668	are bound	6.0	0.0401	the courage of	4.0	0.0267	the north sea and	3.0	0.02	there must be recognition of	2.0	0.0134	with both of us but if	2	0.0134
108	really	10.0	0.0668	shall we	6.0	0.0401	courage of the	4.0	0.0267	the frog in the	3.0	0.02	has both a right and	2.0	0.0134	both of us but if he	2	0.0134
109	show	10.0	0.0668	agrees with	6.0	0.0401	caved in well	4.0	0.0267	frog in the caved	3.0	0.02	both a right and a	2.0	0.0134	of us but if he already	2	0.0134
110	completion	10.0	0.0668	zhuang zhou	6.0	0.0401	in the mud	4.0	0.0267	in the caved in	3.0	0.02	a right and a wrong	2.0	0.0134	with both of us how can	2	0.0134
111	large	9.0	0.0601	he makes	6.0	0.0401	know what fish	4.0	0.0267	the caved in well	3.0	0.02	right and a wrong in	2.0	0.0134	both of us how can he	2	0.0134
112	give	9.0	0.0601	sea said	6.0	0.0401	what fish enjoy	4.0	0.0267	of the eastern sea	3.0	0.02	and a wrong in it	2.0	0.0134	of us how can he decide	2	0.0134
113	yao	9.0	0.0601	we regard	6.0	0.0401	t know how	3.0	0.02	tail in the mud	3.0	0.02	to show that attributes are	2.0	0.0134	it would differ so clearly from	2	0.0134
114	place	9.0	0.0601	regard a	6.0	0.0401	thousand li he	3.0	0.02	his name is kun	2.0	0.0134	show that attributes are not	2.0	0.0134	would differ so clearly from not	2	0.0134
115	bound	9.0	0.0601	a certain	6.0	0.0401	the southern darkness	3.0	0.02	don t know how	2.0	0.0134	that attributes are not attributes	2.0	0.0134	that there would be no need	2	0.0134
116	form	9.0	0.0601	then among	6.0	0.0401	far as the	3.0	0.02	t know how many	2.0	0.0134	is not as good as	2.0	0.0134	there would be no need for	2	0.0134
117	others	9.0	0.0601	things there	6.0	0.0401	a thousand li	3.0	0.02	know how many thousand	2.0	0.0134	not as good as using	2.0	0.0134	would be no need for argument	2	0.0134
118	none	9.0	0.0601	are none	6.0	0.0401	the clouds and	3.0	0.02	how many thousand li	2.0	0.0134	as good as using a	2.0	0.0134	a little while ago you were	2	0.0134
119	heavenly	9.0	0.0601	none that	6.0	0.0401	clouds and mist	3.0	0.02	the back of the	2.0	0.0134	horse to show that a	2.0	0.0134	have to wait for something before	2	0.0134
120	zhou	9.0	0.0601	name is	5.0	0.0334	man has no	3.0	0.02	thousand li across and	2.0	0.0134	to show that a horse	2.0	0.0134	how do i know why it	2	0.0134
121	many	8.0	0.0534	know how	5.0	0.0334	the holy man	3.0	0.02	the lake of heaven	2.0	0.0134	show that a horse is	2.0	0.0134	there is a lot of bustle	2	0.0134
122	move	8.0	0.0534	for three	5.0	0.0334	the sun and	3.0	0.02	to the southern darkness	2.0	0.0134	that a horse is not	2.0	0.0134	if you do not understand men	2	0.0134
123	says	8.0	0.0534	no end	5.0	0.0334	sun and moon	3.0	0.02	the southern darkness the	2.0	0.0134	a horse is not a	2.0	0.0134	you do not understand men s	2	0.0134
124	saying	8.0	0.0534	a hundred	5.0	0.0334	said it s	3.0	0.02	he beats the whirlwind	2.0	0.0134	horse is not a horse	2.0	0.0134	goodness how could that do you	2	0.0134
125	autumn	8.0	0.0534	a thousand	5.0	0.0334	and wanders beyond	3.0	0.02	rises ninety thousand li	2.0	0.0134	ten thousand things are one	2.0	0.0134	my work through the examples of	2	0.0134
126	five	8.0	0.0534	long time	5.0	0.0334	wanders beyond the	3.0	0.02	is not piled up	2.0	0.0134	so things all must have	2.0	0.0134	work through the examples of antiquity	2	0.0134
127	alone	8.0	0.0534	no one	5.0	0.0334	to listen to	3.0	0.02	not piled up deep	2.0	0.0134	things all must have that	2.0	0.0134	i can be the companion of	2	0.0134
128	find	8.0	0.0534	to get	5.0	0.0334	there is nothing	3.0	0.02	piled up deep enough	2.0	0.0134	but relegates all to the	2.0	0.0134	to cheat when you work for	2	0.0134
129	best	8.0	0.0534	come out	5.0	0.0334	a yao or	3.0	0.02	up deep enough it	2.0	0.0134	relegates all to the constant	2.0	0.0134	but you have never heard of	2	0.0134
130	difference	8.0	0.0534	beyond the	5.0	0.0334	to see the	3.0	0.02	deep enough it won	2.0	0.0134	what do i mean by	2.0	0.0134	of the ten thousand things the	2	0.0134
131	wisdom	8.0	0.0534	into one	5.0	0.0334	the king of	3.0	0.02	enough it won t	2.0	0.0134	those at the next stage	2.0	0.0134	succeed you are bound to suffer	2	0.0134
132	ruler	8.0	0.0534	man of	5.0	0.0334	heard about the	3.0	0.02	t have the strength	2.0	0.0134	at the next stage thought	2.0	0.0134	you are bound to suffer from	2	0.0134
133	came	8.0	0.0534	make a	5.0	0.0334	the men of	3.0	0.02	have the strength to	2.0	0.0134	there is such a thing	2.0	0.0134	are bound to suffer from the	2	0.0134
134	light	8.0	0.0534	state of	5.0	0.0334	a lot of	3.0	0.02	the strength to bear	2.0	0.0134	is such a thing as	2.0	0.0134	bound to suffer from the judgment	2	0.0134
135	dead	8.0	0.0534	heard the	5.0	0.0334	at the sky	3.0	0.02	strength to bear up	2.0	0.0134	playing the lute is an	2.0	0.0134	to suffer from the judgment of	2	0.0134
136	jie	8.0	0.0534	may i	5.0	0.0334	heard the piping	3.0	0.02	the blue sky and	2.0	0.0134	the lute is an example	2.0	0.0134	suffer from the judgment of men	2	0.0134
137	body	8.0	0.0534	words are	5.0	0.0334	piping of earth	3.0	0.02	if you are going	2.0	0.0134	they tried to make clear	2.0	0.0134	there must be some exaggeration of	2	0.0134
138	harm	8.0	0.0534	of right	5.0	0.0334	of right and	3.0	0.02	you are going a	2.0	0.0134	be said to have attained	2.0	0.0134	must be some exaggeration of the	2	0.0134
139	cut	8.0	0.0534	master and	5.0	0.0334	what makes them	3.0	0.02	cannot come up to	2.0	0.0134	said to have attained completion	2.0	0.0134	and if they go on too	2	0.0134
140	making	8.0	0.0534	is like	5.0	0.0334	whether or not	3.0	0.02	autumn they are the	2.0	0.0134	to have attained completion if	2.0	0.0134	if they go on too long	2	0.0134
141	huizi	8.0	0.0534	thing to	5.0	0.0334	to the end	3.0	0.02	five hundred years as	2.0	0.0134	have attained completion if so	2.0	0.0134	they go on too long they	2	0.0134
142	companion	8.0	0.0534	say that	5.0	0.0334	much less a	3.0	0.02	hundred years as one	2.0	0.0134	attained completion if so then	2.0	0.0134	go on too long they start	2	0.0134
143	yan	8.0	0.0534	recognition of	5.0	0.0334	not as good	3.0	0.02	years as one spring	2.0	0.0134	a beginning there is a	2.0	0.0134	can you afford to be careless	2	0.0134
144	ask	8.0	0.0534	things are	5.0	0.0334	a horse is	3.0	0.02	as one spring and	2.0	0.0134	beginning there is a not	2.0	0.0134	be careful be on your guard	2	0.0134
145	empty	8.0	0.0534	are called	5.0	0.0334	horse is not	3.0	0.02	years as one autumn	2.0	0.0134	beginning to be a beginning	2.0	0.0134	you don t want to be	2	0.0134
146	exist	8.0	0.0534	tried to	5.0	0.0334	the man of	3.0	0.02	eight thousand years as	2.0	0.0134	to be a beginning there	2.0	0.0134	with him if he wants to	2	0.0134
147	master	8.0	0.0534	the tip	5.0	0.0334	three in the	3.0	0.02	thousand years as one	2.0	0.0134	be a beginning there is	2.0	0.0134	it he doesn t dare give	2	0.0134
148	succeed	8.0	0.0534	tip of	5.0	0.0334	of ancient times	3.0	0.02	and no one knows	2.0	0.0134	beginning to be a not	2.0	0.0134	thing to eat for fear it	2	0.0134
149	view	8.0	0.0534	not understand	5.0	0.0334	going to make	3.0	0.02	where does he think	2.0	0.0134	to be a not yet	2.0	0.0134	to eat for fear it will	2	0.0134
150	reason	8.0	0.0534	the yellow	5.0	0.0334	t know whether	3.0	0.02	does he think he	2.0	0.0134	be a not yet beginning	2.0	0.0134	eat for fear it will learn	2	0.0134
151	work	8.0	0.0534	one of	5.0	0.0334	a beginning there	3.0	0.02	he think he s	2.0	0.0134	nonbeing there is a not	2.0	0.0134	for fear it will learn the	2	0.0134
152	gain	8.0	0.0534	wait for	5.0	0.0334	beginning there is	3.0	0.02	think he s going	2.0	0.0134	yet beginning to be nonbeing	2.0	0.0134	fear it will learn the taste	2	0.0134
153	ruo	8.0	0.0534	a butterfly	5.0	0.0334	don t really	3.0	0.02	the whole world could	2.0	0.0134	and the ten thousand things	2.0	0.0134	it will learn the taste of	2	0.0134
154	name	7.0	0.0468	yan hui	5.0	0.0334	the way is	3.0	0.02	it wouldn t make	2.0	0.0134	one so how can i	2.0	0.0134	will learn the taste of fury	2	0.0134
155	measures	7.0	0.0468	will probably	5.0	0.0334	i want to	3.0	0.02	wouldn t make him	2.0	0.0134	so i say those who	2.0	0.0134	learn the taste of fury by	2	0.0134
156	think	7.0	0.0468	a companion	5.0	0.0334	you know what	3.0	0.02	went he didn t	2.0	0.0134	those who discriminate fail to	2.0	0.0134	i have never heard of a	2	0.0134
157	clear	7.0	0.0468	never heard	5.0	0.0334	would i know	3.0	0.02	he didn t fret	2.0	0.0134	wang ni do you know	2.0	0.0134	have never heard of a time	2	0.0134
